,Alaska,Amsterdam,Athens,Auckland,Bali,beijing,Berlin,Cairo,chengdu,chongqing,Dubai,Edinburgh,Fiji,hainan,harbin,Hawaii,Helsinki,Hokkaido,hongkong,Kyoto,Lima,London,LosAngeles,macao,Madagascar,Madrid,Maldives,Mauritius,Miami,Milano,Moscow,Newyork,Oslo,Paris,Phuket,Provence,Reykjavík,Rome,Seattle,shanghai,Singapore,Sydney,taiwan,Tokyo,Vancouver,Venice,wuxi,xiamen,xian,yunnan
Dubai,0.20524264293305947,0.1865738255132877,0.18193585484998778,0.21424199787196063,0.23601874671730885,0.15500048725119542,0.17717003372843496,0.19806324663072794,0.16033110736480094,0.16247881999342154,0.9999999999999987,0.1550051747176829,0.21398022849552364,0.2160986138586637,0.17306578607407516,0.2348157690691291,0.1650621709357164,0.17399765505237214,0.1932314148344238,0.15956372910083036,0.127842426737373,0.167570389040725,0.18201771288939042,0.13792669360065993,0.19471522423899648,0.16276842937303224,0.21171942329872193,0.24738654912531757,0.21514362841217302,0.16522192986719764,0.17688794717187364,0.1885865762505088,0.1643055823347116,0.17446540891259849,0.19510883544130034,0.16817468845902528,0.16162526555271375,0.1833499346791434,0.19194089400467387,0.15541861399285903,0.19153593409093236,0.21620908977574757,0.1705162985443751,0.18058989819373245,0.21991599756902172,0.17820487051362935,0.12133093895032693,0.14869706646222844,0.1392935749879477,0.182589862119923
Edinburgh,0.18175445046245448,0.18407965695104236,0.20474030953229866,0.18604290189611222,0.11323922288365414,0.15203565413586448,0.22200832843058055,0.19535426180435708,0.13122413866878768,0.14238413792542823,0.1550051747176829,0.9999999999999997,0.11907940640337338,0.14576329630449106,0.14644477148815438,0.16334796354196135,0.16617770536996354,0.13086397913071499,0.14690174309111234,0.13366861653005033,0.14252649427463404,0.24568432851671318,0.1798895085217154,0.1074138023971438,0.1268757414207884,0.17779630399302843,0.09581525347764555,0.12122530576987563,0.16148990349881784,0.19301349616294913,0.16982434315954292,0.18362532540459073,0.20316229709821323,0.2111053308109685,0.10641974930659152,0.1955037546428657,0.15837288875112804,0.22666913542091732,0.18428548962849306,0.11906321670758714,0.10633038305575152,0.1929754491250559,0.1023003045787399,0.11142681861176137,0.18332346234100133,0.1981235797169844,0.11418705120634363,0.10346703111932452,0.14056959110090175,0.13739107231464484
Fiji,0.24017747644364484,0.15700859889466942,0.14135869668608886,0.22749872517598244,0.27086137565526647,0.10779040057912564,0.12933026867944908,0.13528518125599462,0.1254145644648024,0.13307639833001736,0.21398022849552364,0.11907940640337338,1.000000000000001,0.2453223236682026,0.13769036140617855,0.27255569001435315,0.15530448116999312,0.15997357647328844,0.1589640218409205,0.1405796429929035,0.10675589677162363,0.13747322995892491,0.15652782101745452,0.1327017467284162,0.19783584635302964,0.10097041725481389,0.332557964825549,0.34929988630762043,0.2267112791226065,0.13188395224010765,0.1477959344032099,0.1329005083982885,0.15537305569654977,0.13354096627693418,0.2642290347292937,0.17009200667646693,0.17026802325680854,0.14042189648282336,0.17091102698242633,0.11564846881645599,0.1690844360133624,0.20712523827547655,0.16034573706795105,0.14919467129790503,0.2034553870778136,0.15541316945492045,0.11298598038948122,0.14379826737911017,0.10980471284615473,0.18754841302105138
hainan,0.2342356851576345,0.18990402517974575,0.14610460487612337,0.2335222991547789,0.22310923428911483,0.19702172226185366,0.15304804443706918,0.1310733249226117,0.20752239217066631,0.21850826086210914,0.21609861385866372,0.14576329630449106,0.2453223236682026,0.9999999999999987,0.21875806570323478,0.2613349685915847,0.16780569009973031,0.1875252960943197,0.19517141964018114,0.16275271735103097,0.1386608378016382,0.14859421751183943,0.1737254253592,0.17051133353352924,0.2151345246818113,0.1387040202428341,0.21790680721038122,0.2802894717104987,0.22822090705930878,0.12442624410538336,0.17375276694845845,0.16228967206140305,0.17160453991524532,0.16326075266224727,0.2507097515452156,0.19916051609323673,0.16792932561476628,0.15036534594704712,0.21727631638196063,0.1641549483466559,0.17442953254702753,0.2158828286780217,0.19457855508467697,0.15629574423841758,0.2126531351299946,0.18158346584285623,0.20049488521295575,0.2329229019190829,0.18859126138845117,0.24482108690578736
harbin,0.2602685017795981,0.16700962752639248,0.14471100405916745,0.14626900661941997,0.14359888009751415,0.20666050963911842,0.19351274047360173,0.1392590336697935,0.2172465977658812,0.20825051545316497,0.17306578607407516,0.14644477148815438,0.13769036140617855,0.2187580657032348,1.0000000000000016,0.12513071202153062,0.21037908034851407,0.22898253495065737,0.1776481183734598,0.18654295456227177,0.11460520552820644,0.17276336154921584,0.14311753945551525,0.14861071367864034,0.15892642581290603,0.1299715647281407,0.1343692190547201,0.14004141407834583,0.12452503338654188,0.15984034294634636,0.20592272519341595,0.17067382735834602,0.186898811757852,0.17561885433414937,0.15378336282129995,0.1588171802347352,0.20172855190246233,0.17381488126423889,0.17665950119791976,0.17594715109392584,0.14156840871130288,0.17780013170154052,0.12976792469016085,0.16333022756280619,0.18136230308221035,0.17831475886972278,0.16554593809664303,0.18498316497382966,0.1989964745770748,0.20752271962045146
Hawaii,0.26938462241436817,0.16969528583579974,0.17046799821601147,0.2690254385797632,0.2322001334565256,0.14585250757350207,0.15210557498337063,0.1351745331045207,0.14935911616658634,0.14232631061829265,0.2348157690691291,0.16334796354196135,0.27255569001435315,0.2613349685915847,0.12513071202153062,1.0000000000000013,0.15763093858024538,0.16298025420242687,0.15687092126083818,0.15378929232669405,0.11709208227456643,0.15437061343413175,0.2228478351469796,0.13242939564896397,0.18521272745325199,0.12775957632383186,0.23237704284389044,0.30267353262033364,0.2843627745450021,0.12663664964380666,0.14137740208171207,0.17370049331583606,0.17492410184427507,0.14425779560036564,0.23836020694547222,0.18410873034559172,0.2269723164716364,0.14981396818138198,0.21788027635310514,0.13652984107530672,0.15310870486276523,0.24308638009801797,0.163856845655587,0.15287136593577422,0.23352096200047817,0.13932716617798413,0.12512069055976557,0.1512008193158963,0.1177944951370317,0.19979867987745184
Helsinki,0.22293630157260322,0.17550049878069846,0.1689498588175404,0.16652513622978515,0.121939064554151,0.1201077336011979,0.19745372476118458,0.12978545118454327,0.13030232482759205,0.1332674461078183,0.1650621709357164,0.16617770536996354,0.15530448116999312,0.16780569009973031,0.21037908034851407,0.15763093858024538,1.0000000000000007,0.16641567683962,0.14484514356762518,0.1450076798613332,0.1112758949580963,0.16425597871209544,0.15421164781530844,0.11216801652785621,0.1249944580723952,0.14350230748699855,0.1360967859179279,0.1457653043852764,0.14454092390347337,0.17111922022951143,0.19452992099375863,0.16741613771813893,0.21287733051309454,0.17631387335657492,0.1402511700760227,0.16823733801901544,0.2039048217998135,0.1923237578053917,0.17161008151666132,0.1308506641772923,0.12292577742506422,0.19631797180862678,0.12014697154927695,0.15020688255859221,0.18139526476914636,0.18033448679672115,0.11054717736550954,0.14049126545137883,0.11717216785316596,0.14175477320255955
Hokkaido,0.24407354757331137,0.1625959621145509,0.13145163031931123,0.17372267948495496,0.16570418459101752,0.13788365560474966,0.14282047398960854,0.1052161904181882,0.14144988558267446,0.1758234648104536,0.17399765505237214,0.13086397913071499,0.15997357647328844,0.1875252960943197,0.22898253495065737,0.16298025420242687,0.16641567683962,1.0000000000000009,0.15302016492471507,0.2345664509994184,0.08565312323364715,0.16713404169032936,0.1282410999251768,0.13527946954036954,0.14216310293298764,0.1162358450315773,0.14738295751632619,0.169826700293258,0.1392708085996594,0.11129492990899215,0.18331462548677746,0.1548836855719319,0.1758402747764381,0.15808473617145294,0.14259961166499194,0.15595401657782043,0.2018829404105795,0.15435970126845217,0.19486703692015886,0.1441603274608566,0.1384589125085742,0.19428625315606526,0.1760333753318511,0.2424996189240754,0.18589763548625812,0.1392236857068624,0.13385066736886733,0.15507627412339323,0.13265387488927669,0.1846640714900405
hongkong,0.13465569645023445,0.18329109740082697,0.1501116853846188,0.16817632809106678,0.17123104409739648,0.13918681848969433,0.1613681521934971,0.12639240759007728,0.20021957618403668,0.18857471277413504,0.1932314148344238,0.14690174309111234,0.1589640218409205,0.19517141964018114,0.1776481183734598,0.15687092126083818,0.14484514356762518,0.15302016492471507,1.0000000000000004,0.17587176481963335,0.13725104580001735,0.18358253551814932,0.18867906062945045,0.22999662524129924,0.14573410109203108,0.13236043282776205,0.1464417986213837,0.16631988458674302,0.13340581303313725,0.15867376676424658,0.16158976831149244,0.18351865613811474,0.17666880516483785,0.1770109814794539,0.16697751421185,0.1628490730986561,0.13708178179058594,0.16902840214819423,0.16759663219284635,0.1725842685272891,0.20475559617898537,0.18503516237506532,0.16647673705591148,0.18337133286423216,0.1705458767582483,0.16960597863056537,0.1393494620707603,0.19258691056370297,0.17214938661967932,0.151725001215439
Kyoto,0.16495428353284866,0.1755510124839172,0.15414588458194792,0.17463460084068744,0.1670557952190663,0.1602746779330583,0.16377928127515756,0.13563050601899795,0.19426878982848414,0.17985500417534175,0.1595637291008304,0.13366861653005033,0.1405796429929035,0.16275271735103097,0.18654295456227177,0.15378929232669405,0.1450076798613332,0.2345664509994184,0.17587176481963335,1.0000000000000004,0.09919543948426641,0.1753119349853888,0.14343388491912035,0.1428072863879077,0.14090626507875437,0.15118157779113675,0.1349659381282884,0.1432159476499544,0.13179373629878904,0.14590140622443887,0.15980620223892422,0.1842828150680886,0.16647302342017076,0.18115886368041564,0.1309824716230486,0.17227274730290518,0.15292934518756282,0.17132940719837209,0.1749976526311751,0.16646463818511542,0.15028440880005253,0.1780481289603055,0.15965889118376564,0.25795807165850365,0.1715723453310853,0.1837577505433022,0.20441228381847304,0.16428292829250163,0.16403601412601151,0.20856166879271584
Lima,0.1288079200612338,0.15972358935235906,0.12930652481041968,0.13288255260509158,0.12390328830956536,0.1197242763842334,0.13877226778518625,0.1252326715170669,0.12691885712905254,0.12060780490171055,0.127842426737373,0.14252649427463404,0.10675589677162363,0.1386608378016382,0.11460520552820644,0.11709208227456643,0.11127589495809627,0.08565312323364715,0.13725104580001735,0.09919543948426641,1.0,0.14294446914698675,0.12255968234377788,0.12074885115659617,0.13107640880667382,0.12864720150136713,0.09434575151820099,0.10789033335928051,0.1268949790369446,0.12593884777118292,0.13730596040834658,0.1384028388535961,0.1388339263885631,0.14925494090802258,0.10944669909195441,0.1410421051761058,0.11951198583560835,0.14540150684341874,0.14742277080016028,0.11424178083950147,0.10999399938610206,0.1507398814884842,0.07979720419462175,0.09483541542969251,0.13639932060205903,0.13208913534174432,0.07077037705100599,0.11652812494641225,0.09775933908359219,0.10086147896570068
London,0.18120081289886428,0.21576173873059715,0.17815993065206756,0.1986994529440864,0.18354026625094724,0.16167821899288834,0.23254400291998537,0.18233290161247268,0.15798994769989175,0.1623844607681824,0.167570389040725,0.24568432851671318,0.13747322995892491,0.14859421751183946,0.17276336154921584,0.15437061343413175,0.16425597871209546,0.16713404169032936,0.18358253551814932,0.1753119349853888,0.14294446914698675,1.0000000000000016,0.18557753021285445,0.14851491615487386,0.16900630435491099,0.20034371944070842,0.13834250171488366,0.16155238993213317,0.17504909871085675,0.21099953333493363,0.22579601570860586,0.2271863336814341,0.22735881603009314,0.22877628702606415,0.14546545182021872,0.18441405161110677,0.18979307298778073,0.22349302301163934,0.21800921953386349,0.17368553447802,0.17541614274702044,0.2340501597848585,0.14373619813127883,0.1922615951598484,0.20961851074234722,0.2035252123717242,0.1182201319658333,0.1576059060003546,0.15930266872218962,0.15222717482235992
LosAngeles,0.22048228088129246,0.19254329140737897,0.14314167456705348,0.18675905311702337,0.1498356021852404,0.13712373223918398,0.16357918574430816,0.1315011892836766,0.14773285946746773,0.14569635324939656,0.18201771288939042,0.1798895085217154,0.15652782101745452,0.17372542535920002,0.14311753945551525,0.22284783514697956,0.15421164781530844,0.12824109992517677,0.18867906062945045,0.14343388491912032,0.12255968234377788,0.18557753021285442,1.0000000000000004,0.14813700163618054,0.1450374898443518,0.14184348379396597,0.13843896313813941,0.1671485954444038,0.24142434375248614,0.14801482755450332,0.1631040108500073,0.2602144572789136,0.16653788083416224,0.18040591358639443,0.15761514689675646,0.15596598528879282,0.15364005738396935,0.18657551866673516,0.21995789283724537,0.18539198363310455,0.17076263497104868,0.21516274809356511,0.11587054697381513,0.1495080240172566,0.1955160150417405,0.13893383387680647,0.12923191440204956,0.15573595089534592,0.12809043752124313,0.13648656411990095
macao,0.1284952477248735,0.13878938324778023,0.11548849980873346,0.14074800238102644,0.12865844684524763,0.12184915418076565,0.1321209525469306,0.10175942442103325,0.16915142645839532,0.16504949130686553,0.13792669360065993,0.1074138023971438,0.1327017467284162,0.17051133353352924,0.14861071367864034,0.13242939564896397,0.11216801652785621,0.13527946954036954,0.22999662524129924,0.1428072863879077,0.12074885115659617,0.14851491615487386,0.14813700163618054,0.9999999999999991,0.12115966816394513,0.1367933193052498,0.10995673601762157,0.12173354668570013,0.1310500131426838,0.12705280033580948,0.14350102355453834,0.14497657204848483,0.13452671993616314,0.15033828305328034,0.1241039851947225,0.1292071481562134,0.125088100093315,0.14669499649514334,0.1487190524875122,0.14853906377610956,0.18531142246467966,0.17178801701587715,0.13281435853562618,0.15189262923789382,0.12597758407685128,0.13624642325847164,0.12097616889085172,0.1825205794317732,0.1396000868452403,0.13374490894957058
Madagascar,0.20479594255410255,0.18221389897069526,0.15706122831688535,0.20888675681655824,0.2031490629100546,0.1448185554393592,0.1531418414613929,0.16110103325872735,0.1579268648636583,0.153236366062106,0.19471522423899648,0.1268757414207884,0.19783584635302964,0.2151345246818113,0.15892642581290603,0.18521272745325199,0.1249944580723952,0.14216310293298764,0.14573410109203108,0.14090626507875437,0.13107640880667382,0.16900630435491099,0.1450374898443518,0.12115966816394513,0.999999999999999,0.1372577001512607,0.18444845900656479,0.20653338021062312,0.1655780303812957,0.13725300234215176,0.16462814027184838,0.14287125015500884,0.19572850432113373,0.16666657020873826,0.1816086947202397,0.17789233075863248,0.16826688182815672,0.1631829152651523,0.1897155928455997,0.13968421146359114,0.16047165965315782,0.1922457825300997,0.14583093270278305,0.14571477016717624,0.20281354493104609,0.1700919353497401,0.13186611238727958,0.14173046347071153,0.12647233441456202,0.1831898001645634
Madrid,0.1291925701809568,0.19723057358145085,0.22374837226607172,0.15130092437427703,0.12467274806631849,0.133548184010564,0.20674865873670378,0.1743713048755955,0.13684172788789503,0.1382693591041412,0.16276842937303224,0.17779630399302843,0.10097041725481389,0.1387040202428341,0.1299715647281407,0.12775957632383186,0.14350230748699852,0.1162358450315773,0.13236043282776205,0.15118157779113675,0.12864720150136713,0.2003437194407084,0.14184348379396594,0.1367933193052498,0.1372577001512607,1.0000000000000009,0.10932933667797937,0.13326471450637628,0.16562556249041402,0.23295213133494805,0.17458437962739373,0.17949715059472957,0.16635597474495403,0.23933718543766927,0.11114532323298841,0.18243695927653622,0.14969251717597307,0.2469322649609923,0.1379649467890957,0.12586923776305584,0.13438455797823687,0.15932415647510756,0.1015468439170516,0.13332914105783453,0.16136293984358763,0.18835757902186714,0.11618809698303426,0.13048072784924997,0.1341183219011627,0.13332352643890685
Maldives,0.1820027921829998,0.14749611000156523,0.12384272465151416,0.1767491091860111,0.2785433281187711,0.11251657743861537,0.1156632104563566,0.11006881514688295,0.13235862860718803,0.1146598054310538,0.21171942329872193,0.09581525347764555,0.332557964825549,0.21790680721038122,0.1343692190547201,0.23237704284389044,0.1360967859179279,0.14738295751632619,0.1464417986213837,0.1349659381282884,0.09434575151820099,0.13834250171488366,0.13843896313813941,0.10995673601762157,0.18444845900656479,0.10932933667797937,0.9999999999999997,0.33502660870555473,0.21535409706439945,0.11909983502217183,0.14449022423094937,0.12450510089306675,0.14553852798290523,0.12616914984113523,0.2926220410259738,0.1334771303720563,0.15221868673765646,0.13981489127848,0.14785953641171676,0.11892523647942202,0.16235300356286844,0.20304400457179483,0.15068138565536138,0.14297898459495226,0.1758669187453511,0.138754103727763,0.10235753213274945,0.14108469768247492,0.10586965618002231,0.15274798144573373
Mauritius,0.2063330646357052,0.1531144239334686,0.15142360205245495,0.22405006500215408,0.28269242673153416,0.12289757069064662,0.1450176592750006,0.14002679523849965,0.141595353872763,0.13943467217652097,0.24738654912531757,0.12122530576987563,0.34929988630762043,0.2802894717104987,0.14004141407834583,0.30267353262033364,0.1457653043852764,0.169826700293258,0.16631988458674302,0.1432159476499544,0.10789033335928051,0.16155238993213317,0.16714859544440377,0.12173354668570013,0.20653338021062312,0.13326471450637628,0.33502660870555473,1.0000000000000009,0.21630266166457568,0.12091567354009909,0.15414103571403184,0.1420890685410498,0.170384010212088,0.16403673512432201,0.2591276935112083,0.16650620269947072,0.19029455159752565,0.16661591525265138,0.18482474121331058,0.14418945473011804,0.14961914559088907,0.20179297451977884,0.15924120005773906,0.1598267602633255,0.20262800789840038,0.14832709885173073,0.10730414271661541,0.14971881036493845,0.12380190934419763,0.17120317691969694
Miami,0.2692565867671396,0.18475243176607725,0.15132890858435227,0.22973807750387826,0.19363070340860142,0.13563280585185086,0.15326682141181713,0.14727711622061468,0.1364829612449873,0.14733136865169885,0.21514362841217302,0.16148990349881784,0.2267112791226065,0.22822090705930875,0.12452503338654188,0.2843627745450021,0.14454092390347337,0.1392708085996594,0.13340581303313725,0.13179373629878904,0.1268949790369446,0.1750490987108567,0.24142434375248614,0.1310500131426838,0.1655780303812957,0.16562556249041396,0.21535409706439948,0.21630266166457568,0.9999999999999997,0.13326537827408522,0.151386213273297,0.22162683913864645,0.17353593890118096,0.15544952494204958,0.21336353488837076,0.17337803795993348,0.16887995903248834,0.17367015229848712,0.22769396595714717,0.1316716005031807,0.17563614504782812,0.23656435097949,0.11717291265874916,0.12656174012307037,0.2232411132353055,0.17015318198876114,0.1196038094077973,0.13022788718410913,0.11846176401924206,0.16003265327857494
